start	end	log(Pc/Po)
288	386	-12.4584240309
289	387	-7.54349588927
290	388	-11.5217426317
291	389	-13.0747122925
292	390	-6.3613958071
293	391	-13.2552736661
294	392	-11.8005273135
295	393	-3.69908568599
296	394	-13.927922233
297	395	-11.6347526298
298	396	-3.65911566795
299	397	-13.6222074749
300	398	-10.3493277648
301	399	-4.29620797349
302	400	-15.2364700196
303	401	-9.58451090033
304	402	-2.63402573246
305	403	-14.5491957649
306	404	-10.1581961171
307	405	-3.21842610931
308	406	-13.5137993012
309	407	-9.23800211811
310	408	-4.98016666784
311	409	-15.1439433207
312	410	-12.6984336243
313	411	-5.14211906758
314	412	-12.7259977825
315	413	-12.917126832
316	414	-5.96982364371
317	415	-13.7770248145
318	416	-11.7217219002
319	417	-6.75022586097
320	418	-14.105303675
321	419	-12.1649997464
322	420	-3.76775529426
323	421	-14.0708641785
324	422	-11.8312405866
325	423	-2.5856552121
326	424	-14.0708641785
327	425	-11.8312405866
328	426	-2.44051416294
329	427	-14.8914116625
330	428	-11.3709993304
331	429	-2.40670190091
332	430	-14.0325194358
333	431	-10.6149181266
334	432	-1.072829427
335	433	-14.0881591749
336	434	-8.66563408441
337	435	-1.82082641773
338	436	-14.1740621331
339	437	-8.66563408441
340	438	-1.82082641773
341	439	-13.9631110363
342	440	-7.67420006776
343	441	-1.09449908587
344	442	-13.4535699895
345	443	-6.57939661651
346	444	0.424576526776
346	444	0.424576526776
347	445	-15.3281178723
348	446	-5.56636285975
349	447	2.50248627104
349	447	2.50248627104
350	448	-12.6658077512
351	449	-6.88199808915
352	450	-0.330672739742
353	451	-12.186643494
354	452	-8.63162897292
355	453	0.891812104837
355	453	0.891812104837
356	454	-11.7814796366
357	455	-5.77461177898
358	456	0.7310487467
358	456	0.7310487467
359	457	-10.9411880926
360	458	-4.88589582168
361	459	0.0417516950797
361	459	0.0417516950797
362	460	-8.70979515545
363	461	-5.32896048955
364	462	0.443215925505
364	462	0.443215925505
365	463	-10.4898323838
366	464	-4.19130141416
367	465	0.0976743952124
367	465	0.0976743952124
368	466	-8.34814939255
369	467	-4.0758680615
370	468	-0.74636891332
371	469	-7.03251416316
372	470	-2.60377602305
373	471	-0.679298569885
374	472	-8.69412642534
375	473	-4.84978866209
376	474	0.204252881099
376	474	0.204252881099
377	475	-7.34745153362
378	476	-7.20975528822
379	477	0.625265915513
379	477	0.625265915513
380	478	-6.22154011698
381	479	-7.65997304021
382	480	1.36194635024
382	480	1.36194635024
383	481	-5.60329136441
384	482	-6.77015764458
385	483	1.5766153485
385	483	1.5766153485
386	484	-5.51795838506
387	485	-6.02882048111
388	486	-0.755218027025
389	487	-5.78858319987
390	488	-4.94255597249
391	489	-0.58050029458
392	490	-4.16429725977
393	491	-6.36349966559
394	492	-2.17960409587
395	493	-4.62836536252
396	494	-6.93963341563
397	495	-1.66212801171
398	496	-5.23602536706
399	497	-7.61739827606
400	498	-0.305310197099
401	499	-3.88878201232
402	500	-8.43919951194
403	501	-1.40278353696
404	502	-1.61527013567
405	503	-8.23478746708
406	504	0.844313111663
406	504	0.844313111663
407	505	-2.55675143617
408	506	-9.72595160259
409	507	2.16967183404
409	507	2.16967183404
410	508	1.81008499005
410	508	1.81008499005
411	509	-7.31094720388
412	510	1.8883463876
412	510	1.8883463876
413	511	1.56358774651
413	511	1.56358774651
414	512	-7.6603632229
415	513	2.45931652414
415	513	2.45931652414
416	514	1.49994665524
416	514	1.49994665524
417	515	-6.05564586329
418	516	1.8757594197
418	516	1.8757594197
419	517	2.12670152591
419	517	2.12670152591
420	518	-7.57004746373
421	519	2.35372035918
421	519	2.35372035918
422	520	1.9909047243
422	520	1.9909047243
423	521	-7.05475019294
424	522	2.20860721363
424	522	2.20860721363
425	523	1.73831975366
425	523	1.73831975366
426	524	-8.77153727936
427	525	2.30070348296
427	525	2.30070348296
428	526	-0.557543887457
429	527	-8.77045326977
430	528	1.77551966455
430	528	1.77551966455
431	529	-0.959957126785
432	530	-8.77045326977
433	531	-0.686769048094
434	532	-0.670586409819
435	533	-8.45170640136
436	534	-0.628839198581
437	535	0.74067527075
437	535	0.74067527075
438	536	-5.88586288433
439	537	-0.839742082612
440	538	-0.198254588894
441	539	-5.8627272413
442	540	-2.02254840182
443	541	-0.457327951843
444	542	-6.66304876729
445	543	-2.51046165449
446	544	2.34279433953
446	544	2.34279433953
447	545	-8.28374252859
448	546	-3.32665376765
449	547	2.34279433953
449	547	2.34279433953
450	548	-7.44129968384
451	549	-0.886656595914
452	550	1.13751185607
452	550	1.13751185607
453	551	-6.6542872591
454	552	-0.527267413068
455	553	-0.613376012987
456	554	-8.08534425016
457	555	-1.04248275531
458	556	-0.677017104261
459	557	-8.66152621303
460	558	-2.10281658747
461	559	-0.387646387295
462	560	-10.3242224848
463	561	-4.49394237206
464	562	0.384173312658
464	562	0.384173312658
465	563	-11.3811010508
466	564	-4.57195056642
467	565	1.2587731501
467	565	1.2587731501
468	566	-10.8058343969
469	567	-7.02907312927
470	568	0.357805071213
470	568	0.357805071213
471	569	-13.6389934077
472	570	-6.54990887208
473	571	2.33924821139
473	571	2.33924821139
474	572	-11.8602347376
475	573	-7.58530533581
476	574	2.31877531446
476	574	2.31877531446
477	575	-11.1908884293
478	576	-8.64855299491
479	577	1.19912513318
479	577	1.19912513318
480	578	-10.4142379765
481	579	-8.50500944871
482	580	1.54349483965
482	580	1.54349483965
483	581	-13.5910860484
484	582	-8.98968004552
485	583	1.08325358344
485	583	1.08325358344
486	584	-12.8446944729
487	585	-8.08086288421
488	586	1.08325358344
488	586	1.08325358344
489	587	-13.4876811353
490	588	-8.86093501841
491	589	1.16175444202
491	589	1.16175444202
492	590	-13.3854859571
493	591	-8.59793934345
494	592	1.16175444202
494	592	1.16175444202
495	593	-13.3854859571
496	594	-10.2248530008
497	595	2.75459700794
497	595	2.75459700794
498	596	-12.4003033957
499	597	-10.8010349637
500	598	3.39834197846
500	598	3.39834197846
501	599	-11.7474224726
502	600	-10.6096626611
503	601	3.39834197846
503	601	3.39834197846
504	602	-13.9788154098
505	603	-10.1665979933
506	604	3.86663089431
506	604	3.86663089431
507	605	-13.4078452732
508	606	-10.2302390846
509	607	3.48990511375
509	607	3.48990511375
510	608	-13.983111927
511	609	-9.45650857036
512	610	3.84419812883
512	610	3.84419812883
513	611	-14.0853071052
514	612	-8.40051776979
515	613	4.02942376166
515	613	4.02942376166
516	614	-14.8584485043
517	615	-8.09980610719
518	616	2.39483962515
518	616	2.39483962515
519	617	-12.7277586422
520	618	-9.53538880129
521	619	1.9307715224
521	619	1.9307715224
522	620	-13.3715036127
523	621	-10.5723757379
524	622	2.18335649304
524	622	2.18335649304
525	623	-11.210823953
526	624	-11.0156535841
527	625	5.34475246733
527	625	5.34475246733
528	626	-11.4073743554
529	627	-10.7358829996
530	628	6.17120809553
530	628	6.17120809553
531	629	-13.4322231675
532	630	-8.98728376966
533	631	6.26204840139
533	631	6.26204840139
534	632	-14.1519486766
535	633	-9.41936754807
536	634	4.18144041249
536	634	4.18144041249
537	635	-14.9564501514
538	636	-11.3689751079
539	637	5.24468807159
539	637	5.24468807159
540	638	-15.2359368793
541	639	-10.0981501671
542	640	4.41227701906
542	640	4.41227701906
543	641	-14.9293981151
544	642	-10.3173545176
545	643	3.29262683778
545	643	3.29262683778
546	644	-14.6274528687
547	645	-10.8372705308
548	646	2.15591016808
548	646	2.15591016808
549	647	-15.1718363962
550	648	-13.7174233678
551	649	3.58252815668
551	649	3.58252815668
552	650	-13.8809390767
553	651	-13.7974539134
554	652	4.4436006301
554	652	4.4436006301
555	653	-12.6453484784
556	654	-13.3401684206
557	655	5.55826875345
557	655	5.55826875345
558	656	-13.0146216503
559	657	-12.970534595
560	658	6.3386709707
560	658	6.3386709707
561	659	-12.2523471354
562	660	-13.1413834846
563	661	7.68215739547
563	661	7.68215739547
564	662	-10.780255097
565	663	-13.0743131412
566	664	7.77017601706
566	664	7.77017601706
567	665	-11.5215922605
568	666	-10.7424797657
569	667	8.96962010614
569	667	8.96962010614
570	668	-9.73035498854
571	669	-12.2572713745
572	670	9.09393790559
572	670	9.09393790559
573	671	-8.84680353755
574	672	-11.2218749108
575	673	10.4300460319
575	673	10.4300460319
576	674	-7.35563940205
577	675	-10.2829450511
578	676	11.1393371469
578	676	11.1393371469
579	677	-11.0027503192
580	678	-12.4434554949
581	679	11.4954672027
581	679	11.4954672027
582	680	-9.04507087257
583	681	-13.0145794545
584	682	11.6322870306
584	682	11.6322870306
585	683	-9.79146244814
586	684	-12.6251178062
587	685	10.8647169249
587	685	10.8647169249
588	686	-9.49340313086
589	687	-13.7236149344
590	688	10.7867087305
590	688	10.7867087305
591	689	-9.08605726232
592	690	-15.0498169292
593	691	11.4502330156
593	691	11.4502330156
594	692	-9.18878781105
595	693	-14.7520043228
596	694	11.4780842109
596	694	11.4780842109
597	695	-9.66198019569
598	696	-15.0656377556
599	697	10.9435843347
599	697	10.9435843347
600	698	-9.86729165578
601	699	-15.1111906755
602	700	10.0333444496
602	700	10.0333444496
603	701	-6.86516131629
604	702	-17.5035393856
605	703	10.5343880296
605	703	10.5343880296
606	704	-6.58795397977
607	705	-19.5205062832
608	706	11.0354316096
608	706	11.0354316096
609	707	-6.31074664324
610	708	-21.3684827326
611	709	11.370700506
611	709	11.370700506
612	710	-4.91765414551
613	711	-22.1472661967
614	712	11.125128248
614	712	11.125128248
615	713	-3.94250469833
616	714	-21.7236336078
617	715	12.1900520378
617	715	12.1900520378
618	716	-4.88733481375
619	717	-20.7311155816
620	718	12.385287407
620	718	12.385287407
621	719	-3.84864722896
622	720	-21.0367442385
623	721	12.0747725869
623	721	12.0747725869
624	722	-3.04854075735
625	723	-21.0367442385
626	724	11.4044756229
626	724	11.4044756229
627	725	-2.13830087229
628	726	-23.6483481985
629	727	11.748496004
629	727	11.748496004
630	728	-0.0213557908692
631	729	-24.7052267644
632	730	11.6704878096
632	730	11.6704878096
633	731	-0.222739589816
634	732	-26.6629062111
635	733	14.5314980158
635	733	14.5314980158
636	734	-0.637406740319
637	735	-26.6629062111
638	736	13.6026787415
638	736	13.6026787415
639	737	-0.84129691165
640	738	-26.6058116871
641	739	14.9659507331
641	739	14.9659507331
642	740	-0.256673843976
643	741	-26.8613125429
644	742	15.2226851727
644	742	15.2226851727
645	743	-0.108401338385
646	744	-26.9784888353
647	745	15.7284353621
647	745	15.7284353621
648	746	-0.337159209982
649	747	-26.3674842804
650	748	15.7005841667
650	748	15.7005841667
651	749	-0.810351594626
652	750	-27.230400022
653	751	16.9853421766
653	751	16.9853421766
654	752	-1.95750079533
655	753	-26.9506294376
656	754	16.3706969807
656	754	16.3706969807
657	755	-1.79211779476
658	756	-25.904064235
659	757	15.5266536722
659	757	15.5266536722
660	758	-1.14913113232
661	759	-25.1488149685
662	760	14.7462514549
662	760	14.7462514549
663	761	-1.45654883327
664	762	-25.9294508203
665	763	14.4627664405
665	763	14.4627664405
666	764	0.0311799057803
666	764	0.0311799057803
667	765	-27.3524670345
668	766	14.1921416257
668	766	14.1921416257
669	767	1.07310164463
669	767	1.07310164463
670	768	-26.3168396828
671	769	13.8360115698
671	769	13.8360115698
672	770	-0.685811430945
673	771	-27.2583209833
674	772	14.13448758
674	772	14.13448758
675	773	-3.28647754001
676	774	-27.355338689
677	775	14.7106213301
677	775	14.7106213301
678	776	-0.276458928405
679	777	-25.1339435531
680	778	13.7412888342
680	778	13.7412888342
681	779	1.33765231117
681	779	1.33765231117
682	780	-26.9351661907
683	781	13.7582196517
683	781	13.7582196517
684	782	1.36894622356
684	782	1.36894622356
685	783	-27.0475852536
686	784	13.9266473003
686	784	13.9266473003
687	785	1.14018835197
687	785	1.14018835197
688	786	-25.825100409
689	787	14.5698996066
689	787	14.5698996066
690	788	1.00616389084
690	788	1.00616389084
691	789	-26.4361049639
692	790	14.3203038984
692	790	14.3203038984
693	791	1.59928405152
693	791	1.59928405152
694	792	-25.9189619223
695	793	13.7556009377
695	793	13.7556009377
696	794	-0.292021078546
697	795	-24.9048287272
698	796	13.9133750333
698	796	13.9133750333
699	797	-0.332780043568
700	798	-25.8160418232
701	799	14.5529901036
701	799	14.5529901036
702	800	-0.534788091683
703	801	-24.7876524349
704	802	14.8236149184
704	802	14.8236149184
705	803	-0.978065937866
706	804	-22.8959747246
707	805	15.0942397332
707	805	15.0942397332
708	806	-2.93574538449
709	807	-20.0349645184
710	808	14.3937399709
710	808	14.3937399709
711	809	-5.01365512875
712	810	-23.1826323193
713	811	14.3937399709
713	811	14.3937399709
714	812	-5.19258053633
715	813	-24.1699722457
716	814	13.5282076377
716	814	13.5282076377
717	815	-4.12270151909
718	816	-25.5136718488
719	817	13.5282076377
719	817	13.5282076377
720	818	-4.12270151909
721	819	-25.5136718488
722	820	14.0195791941
722	820	14.0195791941
723	821	-4.95802929462
724	822	-24.3857252536
725	823	14.2213415842
725	823	14.2213415842
726	824	-6.14005675579
727	825	-23.7747206987
728	826	14.1934903888
728	826	14.1934903888
729	827	-5.49707009335
730	828	-22.6100463612
731	829	13.5254778005
731	829	13.5254778005
732	830	-4.18101817106
733	831	-20.378653424
734	832	13.0824131326
734	832	13.0824131326
735	833	-3.52709365769
736	834	-18.8363917328
737	835	13.5902193725
737	835	13.5902193725
738	836	-4.04932171264
739	837	-19.3813995094
740	838	14.2019832474
740	838	14.2019832474
741	839	-4.703246226
742	840	-18.9670409281
743	841	14.5966100732
743	841	14.5966100732
744	842	-5.72443411453
745	843	-20.1760666306
746	844	15.2275765535
746	844	15.2275765535
747	845	-4.95129271547
748	846	-18.5000385092
749	847	14.5966100732
749	847	14.5966100732
750	848	-4.97973079225
751	849	-18.9228434584
752	850	13.3566527625
752	850	13.3566527625
753	851	-4.3634425306
754	852	-19.8140052903
755	853	13.3566527625
755	853	13.3566527625
756	854	-4.3634425306
757	855	-19.4234789108
758	856	13.5418783953
758	856	13.5418783953
759	857	-4.63631699835
760	858	-18.7386616642
761	859	13.7575776519
761	859	13.7575776519
762	860	-6.41635422675
763	861	-17.700590718
764	862	13.7076308107
764	862	13.7076308107
765	863	-6.96136200338
766	864	-15.3360932033
767	865	13.6797796153
767	865	13.6797796153
768	866	-7.63401057033
769	867	-16.7413543806
770	868	13.2555074539
770	868	13.2555074539
771	869	-7.95300723902
772	870	-20.2631761104
773	871	12.0804927055
773	871	12.0804927055
774	872	-5.62117386349
775	873	-22.2335045031
776	874	11.3525139427
776	874	11.3525139427
777	875	-5.15417144451
778	876	-22.2527071086
779	877	11.5542763328
779	877	11.5542763328
780	878	-6.4702233668
781	879	-22.2527071086
782	880	11.5542763328
782	880	11.5542763328
783	881	-6.4702233668
784	882	-22.529749694
785	883	12.15341879
785	883	12.15341879
786	884	-5.2238895831
787	885	-21.7771986721
788	886	11.7766930095
788	886	11.7766930095
789	887	-5.19259567071
790	888	-20.5913389254
791	889	12.0842676298
791	889	12.0842676298
792	890	-5.0706181682
793	891	-21.108481967
794	892	12.6489705905
794	892	12.6489705905
795	893	-2.70612065349
796	894	-21.609525547
797	895	11.7860548489
797	895	11.7860548489
798	896	-3.88365135623
799	897	-21.9073381534
800	898	11.7582036535
800	898	11.7582036535
801	899	-3.41045897158
802	900	-21.0444224117
803	901	11.0665658043
803	901	11.0665658043
804	902	-3.25064969729
805	903	-19.804465101
806	904	9.72616805523
806	904	9.72616805523
807	905	-1.68561093985
808	906	-20.5551043893
809	907	9.06270849586
809	907	9.06270849586
810	908	0.690774814594
810	908	0.690774814594
811	909	-17.1337230978
812	910	9.52403376166
812	910	9.52403376166
813	911	0.690774814594
813	911	0.690774814594
814	912	-16.9333860897
815	913	9.8445583182
815	913	9.8445583182
816	914	0.392715497307
816	914	0.392715497307
817	915	-18.607053325
818	916	10.3708261462
818	916	10.3708261462
819	917	-0.355870256984
820	918	-17.3849920148
821	919	10.18996941
821	919	10.18996941
822	920	-1.06535227534
823	921	-17.7894219982
824	922	9.59358019404
824	922	9.59358019404
825	923	-1.32442563829
826	924	-16.5202043748
827	925	8.19481340081
827	925	8.19481340081
828	926	-0.967946257072
829	927	-17.0893254121
830	928	8.66106359904
830	928	8.66106359904
831	929	-0.967946257072
832	930	-18.0224395397
833	931	7.82994328783
833	931	7.82994328783
834	932	-2.96854566216
835	933	-17.4041907871
836	934	7.91568742593
836	934	7.91568742593
837	935	-3.12265141681
838	936	-17.4041907871
839	937	7.91568742593
839	937	7.91568742593
840	938	-1.80701618742
841	939	-16.5276520489
842	940	8.85716872642
842	940	8.85716872642
843	941	-0.958838714358
844	942	-14.741880666
845	943	8.19545801039
845	943	8.19545801039
846	944	-1.30183844287
847	945	-14.4282472333
848	946	8.49814563024
848	946	8.49814563024
849	947	-1.8421297203
850	948	-14.3776100763
851	949	9.24614262098
851	949	9.24614262098
852	950	-1.02778376685
853	951	-16.0980522044
854	952	8.66134372782
854	952	8.66134372782
855	953	-1.02778376685
856	954	-16.4885785839
857	955	8.476118095
857	955	8.476118095
858	956	-1.39789596155
859	957	-18.528066397
860	958	8.44167859849
860	958	8.44167859849
861	959	-0.556774815909
862	960	-20.7751630456
863	961	9.10338931452
863	961	9.10338931452
864	962	-0.413231269703
865	963	-21.0825807466
866	964	7.71029681679
866	964	7.71029681679
867	965	-1.58793717589
868	966	-20.6037748036
869	967	7.32022302474
869	967	7.32022302474
870	968	-0.963311850321
871	969	-18.504969288
872	970	7.47397367018
872	970	7.47397367018
873	971	-1.00811254954
874	972	-18.7056541002
875	973	8.31588582415
875	973	8.31588582415
876	974	-0.118297153909
877	975	-18.490985102
878	976	8.31539315993
878	976	8.31539315993
879	977	-0.493813739533
880	978	-16.8167742273
881	979	9.33665726296
881	979	9.33665726296
882	980	-2.78084641584
883	981	-14.6457610223
884	982	9.00138836664
884	982	9.00138836664
885	983	-4.33371896372
886	984	-15.4619531355
887	985	8.15894552189
887	985	8.15894552189
888	986	-4.22397570229
889	987	-14.0362089222
890	988	7.75796688122
890	988	7.75796688122
891	989	-4.62543993271
892	990	-13.7496211517
893	991	5.06780556473
893	991	5.06780556473
894	992	-5.29808849967
895	993	-13.583846468
896	994	4.99618219233
896	994	4.99618219233
897	995	-4.27099246692
898	996	-11.337833829
899	997	4.57988471025
899	997	4.57988471025
900	998	-5.28856837902
901	999	-12.8396773108
902	1000	3.72671276559
902	1000	3.72671276559
903	1001	-8.15276760804
904	1002	-15.9713123318
905	1003	4.57515019468
905	1003	4.57515019468
906	1004	-6.54095829355
907	1005	-16.266100151
908	1006	4.15234524543
908	1006	4.15234524543
909	1007	-7.50114501976
910	1008	-16.5150757317
911	1009	3.2314505916
911	1009	3.2314505916
912	1010	-8.18775194536
913	1011	-16.1338848506
914	1012	2.28872962918
914	1012	2.28872962918
915	1013	-7.81359801646
916	1014	-13.8380212095
917	1015	1.82039165069
917	1015	1.82039165069
918	1016	-10.0257983935
919	1017	-13.3011694441
920	1018	2.45135813102
920	1018	2.45135813102
921	1019	-9.45211317672
922	1020	-12.5731906813
923	1021	2.39437375962
923	1021	2.39437375962
924	1022	-10.1568428359
925	1023	-11.7169499489
926	1024	3.18137667797
926	1024	3.18137667797
927	1025	-10.2907833943
928	1026	-12.2391780039
929	1027	3.80668879273
929	1027	3.80668879273
930	1028	-11.4657981428
931	1029	-10.5353264739
932	1030	2.96556764709
932	1030	2.96556764709
933	1031	-9.21870149414
934	1032	-10.1338622435
935	1033	1.18553041869
935	1033	1.18553041869
936	1034	-9.14341657539
937	1035	-11.0259460489
938	1036	0.992046108925
938	1036	0.992046108925
939	1037	-9.23988317948
940	1038	-11.442243531
941	1039	0.575748626848
941	1039	0.575748626848
942	1040	-8.34054543216
943	1041	-10.9820022748
944	1042	0.353907891892
944	1042	0.353907891892
945	1043	-8.27690434089
946	1044	-10.4058203119
947	1045	-0.335389159727
948	1046	-9.2100184685
949	1047	-9.64306742806
950	1048	-1.53499734769
951	1049	-9.41859137336
952	1050	-8.45720768139
953	1051	-1.20532053066
954	1052	-9.28177154547
955	1053	-8.21179444744
956	1054	-1.27267986849
957	1055	-10.6284464372
958	1056	-6.09484936601
959	1057	-3.53454761741
960	1058	-10.1049007463
961	1059	-5.02538181082
962	1060	-4.35073973057
963	1061	-10.1049007463
964	1062	-4.81443071396
965	1063	-3.37394471491
966	1064	-9.14109772418
967	1065	-5.87763703379
968	1066	-2.90396846794
969	1067	-9.76572304974
970	1068	-6.17544964019
971	1069	-3.49681560448
972	1070	-11.6126000608
973	1071	-3.78310093011
974	1072	-3.97597986167
975	1073	-13.594043201
976	1074	-6.02911356915
977	1075	-4.55140351646
978	1076	-13.0774894415
979	1077	-5.37149106836
980	1078	-7.0136922291
981	1079	-10.5567257874
982	1080	-7.25591650286
983	1081	-9.36858464927
984	1082	-9.00385323952
985	1083	-6.4397243897
986	1084	-8.05294941988
987	1085	-8.12731450124
988	1086	-5.77801367367
989	1087	-7.70994969136
990	1088	-8.440947934
991	1089	-5.78755885875
992	1090	-5.46285304274
